0,92,67
1,85,70
2,86,72
3,85,71
4,86,71
5,85,72
6,85,71
7,85,71
8,85,71
9,86,69
10,86,70
11,86,70
12,86,70
13,87,69
14,87,67
15,87,68
16,86,67
17,88,64
18,88,65
19,88,68
20,89,67
21,89,66
22,90,64
23,92,63
24,90,65
25,92,63
26,92,64
27,93,63
28,94,59
29,93,60
30,94,60
31,93,59
32,94,60
33,94,61
34,94,60
35,94,59
36,96,60
37,94,61
38,95,60
39,93,61
40,93,62
41,91,63
42,90,64
43,87,63
44,85,67
45,81,66
46,78,67
47,76,67
48,73,68
49,71,70
50,70,72
51,67,73
52,65,74
53,63,74
54,62,76
55,62,76
56,62,75
57,60,75
58,63,77
59,62,78
60,63,76
61,63,75
62,65,77
63,65,77
64,65,77
65,66,75
66,66,74
67,67,75
68,67,75
69,68,75
70,69,74
71,67,73
72,68,72
73,67,69
74,69,67
75,69,66
76,70,64
77,71,62
78,71,61
79,71,61
80,76,61
81,77,60
82,78,60
83,80,58
84,86,60
85,88,59
86,93,59
87,93,56
88,98,57
89,99,59
90,104,57
91,106,58
92,110,58
93,110,55
94,111,55
95,112,55
96,111,55
97,110,56
98,110,55
99,109,60
100,105,62
101,102,62
102,101,61
103,96,64
104,94,61
105,91,63
106,88,64
107,86,63
108,84,63
109,83,62
110,81,62
111,80,61
112,78,61
113,78,60
114,77,61
115,77,60
116,76,61
117,76,59
118,77,60
119,77,60
120,77,59
121,76,60
122,76,60
123,77,61
124,76,60
125,77,60
126,76,59
127,76,57
128,75,58
129,75,57
130,76,59
131,76,57
132,75,58
133,75,59
134,75,57
135,75,55
136,75,56
137,75,57
138,77,58
139,78,59
140,79,58
141,79,58
142,81,56
143,82,58
144,82,58
145,82,57
146,82,57
147,81,56
148,83,56
149,83,57
150,83,56
151,83,56
152,82,56
153,83,55
154,83,56
155,82,58
156,82,56
157,83,57
158,83,57
159,83,58
160,82,57
161,83,61
162,83,60
163,82,59
164,83,59
165,84,59
166,84,61
167,84,61
168,85,61
169,84,60
170,85,61
171,84,63
172,85,64
173,86,64
174,87,65
175,87,66
176,87,65
177,86,66
178,87,67
179,87,66
180,87,65
181,87,64
182,87,67
183,89,65
184,89,66
185,91,68
186,92,68
187,93,70
188,94,71
189,95,72
190,99,73
191,99,75
192,102,76
193,103,74
194,104,77
195,107,78
196,107,78
197,109,81
198,110,83
199,112,83
200,115,85
201,116,84
202,118,85
203,119,84
204,119,84
205,121,82
206,122,80
207,121,78
208,121,76
209,120,75
210,117,73
211,113,68
212,107,66
213,101,65
214,96,65
215,90,63
216,85,62
217,80,61
218,75,62
219,73,61
220,68,61
221,66,60
222,64,63
223,61,62
224,60,63
225,59,63
226,59,63
227,59,63
228,60,66
229,61,66
230,64,66
231,67,69
232,70,68
233,74,70
234,76,70
235,79,73
236,82,72
237,85,72
238,87,72
239,89,73
240,91,73
241,93,73
242,94,73
243,96,73
244,93,74
245,94,75
246,95,73
247,93,73
248,94,71
249,93,69
250,90,69
251,89,69
252,87,67
253,87,68
254,86,69
255,84,67
256,85,67
